youth_id,job_search_status,internship_completed,job_placement,income_band
8413a489-cc89-4acb-9767-911e7cfc9334,Not actively searching,0,1,Middle
75c90051-52dd-405a-b014-e2326c676bd1,Not actively searching,1,0,Lower-middle
a35127e0-0eb2-47cb-86ec-26d96f18493a,Not actively searching,0,1,Middle
32328acf-81f9-4dd8-9bd5-d6a3bb3bc5ce,Not actively searching,0,1,Middle
dee45021-e92a-49af-a407-4d5aeac54bf0,Not actively searching,0,0,Low
7e98c41e-deae-4d25-94fb-ee4d93356c09,Actively searching,1,1,Middle
ed8c3ac3-f648-44f5-9f21-ab853d7a6b46,Not actively searching,0,1,Low
0a28aec9-36d4-40f6-9c58-fdb323b4866b,Not actively searching,0,0,Low
e3ffed94-0aa3-41de-a786-712aee355e5e,Actively searching,1,1,Middle
7208d8e1-42ec-4024-b0bd-ba7e72478e56,Not actively searching,1,1,Lower-middle
b0f53d1f-c6a1-4ed3-a479-ed6e1f118bdf,Not actively searching,0,0,Low
0e1e8450-30ce-49cd-b99b-bddb2dc0a623,Not actively searching,0,0,Low
2843f707-b51f-4fca-bd4b-434aa08daba3,Actively searching,0,0,Lower-middle
eab4ad22-a03c-4032-afe7-2cfc5e582c44,Not actively searching,0,1,Middle
fc7f3c3f-1282-4baf-a5ca-a934f981746d,Actively searching,1,1,Middle
95774336-894f-488f-a341-f896770dedb7,Actively searching,0,0,Low
12ae9e2a-8709-4877-9a4f-60b01f9aeb6d,Not actively searching,1,1,Lower-middle
d3176cd4-ddab-4692-a345-545f9e61a1e1,Actively searching,0,1,Lower-middle
eda636fe-ec1a-4077-8a8e-814a16d55f31,Actively searching,0,0,Lower-middle
0a9f58ef-41d6-4e74-b9d4-ebbe6807c5b1,Not actively searching,0,1,Lower-middle
8865506d-30ad-4c1a-a26d-f9d950879ddc,Not actively searching,0,0,Lower-middle
05425129-e0ed-42ba-a5ae-15d05a420613,Not actively searching,0,0,Lower-middle
95742b50-1dbf-4175-898e-50826a3fb6ce,Not actively searching,0,1,Low
602ba5f9-18e0-4942-be2c-9fc5f229f135,Actively searching,0,1,Lower-middle
9a7b4ae1-0fe8-4880-a851-faa0b1b4c081,Actively searching,1,1,Middle
7678a4c1-6842-4c13-bf2e-8fa9e247bea5,Actively searching,0,1,Low
6025e0fd-3ce2-460b-8804-69a957612bd0,Not actively searching,0,1,Lower-middle
63a802a8-09f3-4374-a2a3-e4ece90ee57e,Not actively searching,1,1,Lower-middle
ecfc92dd-3704-4019-978a-5109eec16792,Not actively searching,0,0,Low
9a3fdbfe-57f4-4ee2-842f-b6cb07053066,Not actively searching,0,1,Lower-middle
b75276c8-bee3-4955-ad45-7afbabd1e0b4,Not actively searching,0,1,Low
d222759a-6eb0-4d50-8ea2-91cb8445c636,Not actively searching,0,0,Low
0b4a2447-6f7e-4d8f-beee-dce33b137a80,Actively searching,1,1,Middle
78365dcd-f9e8-4f9c-9eb1-24368f22f36f,Not actively searching,1,1,Lower-middle
2d4aaf76-4ddb-4846-9754-e0154b1d8cf3,Actively searching,0,1,Middle
0c276385-d65c-48a6-9b83-99750a7499a3,Actively searching,0,0,Lower-middle
b7abb8a0-3353-4700-bfd9-2bb20401b70e,Actively searching,0,0,Lower-middle
2362ad23-3d34-4391-baf3-7c0cc356a24f,Actively searching,1,1,Lower-middle
f2461160-a9eb-45ce-9a5e-8cc334d121c7,Not actively searching,0,0,Low
2247da5a-6790-493c-a34e-5645047a9de4,Not actively searching,0,0,Lower-middle
11f0f7d1-2b55-4c95-9d70-f791346c223c,Not actively searching,0,0,Low
57830854-6c16-4d3f-a59d-f8416c0ab584,Not actively searching,0,0,Lower-middle
52a8d4bb-c428-4704-9035-2a3bd8543f9d,Not actively searching,0,1,Lower-middle
186c1419-e6ad-4200-b8a0-124cf936a726,Actively searching,1,1,Middle
0d771138-73d8-4868-8acb-6519f10796fc,Not actively searching,1,0,Lower-middle
1d525782-c66f-43ac-98bd-f32acd865678,Not actively searching,1,0,Lower-middle
e4de1550-42bd-4d1b-9360-55657e9f0b9d,Not actively searching,0,1,Middle
ee0509dc-dffe-47a8-aefa-190c67845587,Not actively searching,0,1,Low
949bf09f-5444-4aff-97c7-439641425344,Not actively searching,1,0,Lower-middle
6b915996-ebfb-4e68-b295-8569d973bb32,Actively searching,0,0,Lower-middle
e08a7e4b-c6f5-4947-bbaf-9c1fbbbab10f,Actively searching,0,0,Low
054d436b-32fd-4d24-affd-bcf7fbb9a5ab,Not actively searching,0,0,Lower-middle
e6920014-3bbe-4dbb-8d5f-ab3869f9aaf6,Not actively searching,1,1,Lower-middle
2a419f8a-6092-404d-a0eb-c756240d2126,Actively searching,0,0,Lower-middle
07ba3334-82a0-4bfd-9e25-2aaf15ab7cc7,Not actively searching,0,1,Middle
56506092-2cb9-4f0e-ba94-6fe844ba09ad,Not actively searching,0,1,Lower-middle
bca67916-8e1d-4538-b339-e7963d947709,Actively searching,0,0,Lower-middle
69bb6ae0-3e0f-4894-aa4d-b6c97320d26c,Actively searching,1,1,Middle
e4e90e25-c4d2-40d8-b936-389415df7b7f,Not actively searching,0,0,Lower-middle
e5e33041-8d14-4e0e-b41c-5ec0ccee29ec,Not actively searching,0,1,Middle
ccdddff0-0d98-481c-bddb-7f3a7d5beca7,Not actively searching,0,1,Low
800017e7-7ff6-4097-9b82-a46179cd82a5,Not actively searching,1,0,Lower-middle
ba3e4b8c-da3b-43f9-a6a0-cdae82e9d0fd,Actively searching,1,1,Middle
41fa1ab2-b360-4ceb-b0ae-ba47314298b5,Actively searching,0,0,Low
c3a8133b-a429-42be-9851-20b5828ba20d,Actively searching,1,1,Lower-middle
7c73e269-085f-492e-bb95-fbe645d3ce1e,Not actively searching,0,0,Lower-middle
d8f18eb2-cad8-4222-85f8-756ebdb31834,Not actively searching,0,0,Low
77dc39ca-f20e-4141-a0eb-b63d1fdb6265,Not actively searching,0,0,Low
2acf60be-f37d-404f-931f-a629b16d6f43,Actively searching,1,1,Middle
a1b3f39f-d759-434d-8179-ea04cc0f7e61,Not actively searching,0,0,Lower-middle
753b5fa5-28e5-4850-85cc-9cb67add0c5f,Not actively searching,0,0,Low
d62e6bf3-c8e3-4e5f-80e5-b8c41a7df6da,Not actively searching,1,0,Lower-middle
5d0d5a3f-be0d-41f7-8271-e1334b903b94,Not actively searching,0,0,Lower-middle
bf22e41f-fa3a-4577-be33-dfebe676ec34,Actively searching,0,1,Lower-middle
76d6b636-cb06-431e-b582-58d29a9b3810,Not actively searching,1,0,Lower-middle
711e18b0-fad4-45b8-bc70-aad91f3696f4,Not actively searching,0,0,Low
7869db13-bbc5-48f6-8cc2-926609df4b07,Not actively searching,0,0,Low
f49b13a0-8ba2-4170-a77c-73f459fa9409,Not actively searching,1,1,Middle
5f1c7426-e766-40a0-a91c-c53d8e2eb2e0,Actively searching,0,1,Lower-middle
190441c7-11e1-484e-9e35-eb91be98a41a,Not actively searching,1,1,Lower-middle
b03eb426-8371-4e78-b02a-a3fbc87f3ede,Not actively searching,1,0,Lower-middle
706a470a-3df4-4468-9c41-67bd2b47d9a8,Not actively searching,0,0,Low
7a635ae3-491f-418d-9b81-a15ab8656977,Actively searching,0,1,Low
031564b9-3a1a-4d1d-ad57-9004ed233393,Actively searching,1,1,Middle
ad6ee6cf-cf3f-471c-aae7-a3283ab1787f,Not actively searching,0,0,Low
724d355b-9952-4c8e-b5a5-c8f5281ca732,Not actively searching,0,0,Low
5e36f24e-3d6c-49ce-96eb-c7ce47c8e5a0,Not actively searching,1,1,Middle
fff5fe04-2423-4c28-a41e-0010d7b83b92,Actively searching,0,0,Low
ecd1bfa9-f9de-4194-913e-0dccde85db54,Actively searching,0,0,Lower-middle
d4105980-4ea8-44fa-a66c-8462afe259b0,Not actively searching,1,1,Middle
da1c559e-5f7f-47da-ba2a-a67d2e5f34ee,Actively searching,1,0,Lower-middle
1e1450aa-1428-447b-a554-a44e8194121a,Not actively searching,0,0,Low
435c9d24-4dc9-430d-b9a9-2a2cf69be0b8,Actively searching,0,1,Middle
b4f8948a-c5e5-45f3-8402-2ed9e52fedff,Not actively searching,0,1,Middle
a86b0db6-8e49-4da6-ab2c-f3520f49abb7,Not actively searching,0,1,Low
2308d1c2-7ecd-4f5f-875b-d44badb684f8,Not actively searching,0,1,Lower-middle
e8de5030-5092-43ec-9c49-65f5424d93a0,Not actively searching,0,1,Middle
ebc86244-587e-4c29-a0fe-e89dafa49a0f,Actively searching,0,1,Middle
15fa530c-944a-4040-b0d0-cd6b3988d840,Not actively searching,0,0,Low
d08964ea-4e53-4f0b-95a0-f5b03338504b,Not actively searching,0,1,Lower-middle
0b910a94-0f3a-4d66-8f72-2e9b146f9b8e,Not actively searching,0,0,Low
f5e10b23-74fd-4da5-8a5e-99d5e46d4108,Actively searching,1,1,Middle
1881fbed-bcde-4353-9b04-759ad7ad1d94,Not actively searching,0,0,Lower-middle
c4991313-bf67-47eb-a2f0-a2ae2afb65fc,Not actively searching,0,0,Low
ab16bad6-cade-48f4-86f5-14b47bc87b8f,Not actively searching,0,0,Lower-middle
37db20f9-5d3e-47db-b5d7-123f4b517180,Not actively searching,1,1,Middle
d25fd4e1-9ea6-4371-88ad-0140e217483d,Not actively searching,0,0,Lower-middle
45295849-ccaf-428c-80fd-b8de7b661ac5,Not actively searching,0,1,Low
78a05425-f4a1-40f4-a128-0a7cb8667f3a,Not actively searching,1,1,Middle
253d5f9c-c0ec-4808-b9cc-61845df8579b,Not actively searching,0,0,Low
e2062ecf-7bfc-410b-9433-fc60981c8f0a,Not actively searching,0,1,Lower-middle
db5f92d7-d7ee-43b9-8514-0239e12bf17b,Not actively searching,0,1,Lower-middle
428a27cb-28b0-4cc3-81c8-9329bf02d147,Actively searching,1,1,Middle
027b6271-e980-46ee-a961-7d283b1a30b4,Not actively searching,0,0,Lower-middle
c8d6d4a9-7221-4640-9d73-3c742acfd932,Not actively searching,0,1,Lower-middle
19a8fd23-7787-4f40-8668-5af5af3b9c79,Actively searching,0,1,Low
36e4d84c-b06c-49d6-84d8-3b357d6842fa,Not actively searching,0,1,Lower-middle
51276e7b-1bbc-4ece-b602-338a7b3c88b9,Not actively searching,0,0,Low
7185314d-8642-4faa-b609-264f6fc4f8df,Actively searching,0,1,Lower-middle
3a71cb00-1440-40b7-97e0-8527845c2cb4,Not actively searching,0,0,Low
93123a3b-87d9-4a13-9cf5-94291759e6e7,Not actively searching,1,1,Low
ab0021e2-a724-4d4a-8d17-cdd98baf1b4b,Not actively searching,0,0,Low
b2160c62-6cc9-4964-a4dd-7dc187dd9e7f,Actively searching,0,0,Lower-middle
a9a2fa4c-1c8e-4474-a895-7d939ecc4eae,Not actively searching,0,0,Low
d126c578-241d-4f82-8ea3-4bd6f439f45a,Not actively searching,0,0,Low
712836d1-43bf-400d-8e35-db5cbf9e8d7a,Not actively searching,0,1,Middle
6225c022-a0c4-41be-b837-caef4cde6e08,Actively searching,0,0,Lower-middle
c0e4e384-325a-4026-85f1-ef5c1045cd74,Not actively searching,1,1,Lower-middle
770d3bdf-da2e-49d7-b1a8-00751cf1b274,Not actively searching,0,1,Low
fb77f92a-b2f6-428d-a112-7cfd35a00c05,Not actively searching,0,1,Lower-middle
a44151c6-24fa-4422-b45f-1e03db0710ce,Not actively searching,0,0,Lower-middle
33bd8614-5c8f-4b95-a666-96aad8c9e995,Actively searching,0,1,Lower-middle
e7ebaa34-e615-4bf8-ad5a-4c0fdf1bebcc,Not actively searching,1,1,Middle
18294ce1-0624-416e-85be-bffc87b66152,Not actively searching,1,1,Middle
888e5922-c802-4038-9788-fd37dd1d5be2,Not actively searching,1,1,Middle
79d433be-de9c-48f8-836e-cb486ff545c8,Actively searching,1,1,Middle
b36ec3dc-0d08-45a8-b881-d3a3335bfad2,Not actively searching,0,1,Lower-middle
cba15173-c9ab-458b-9a47-bf006751a781,Not actively searching,0,0,Lower-middle
b43b69f7-37d2-40d6-8079-b03b0098711a,Not actively searching,0,0,Lower-middle
3bd16e5a-7e94-4f57-a185-ebf195bce3a8,Not actively searching,1,1,Lower-middle
92353ae1-2409-458f-8b6b-6c94f4dd952a,Actively searching,0,1,Lower-middle
b57275c6-9fe7-4661-a53d-407cf0da0508,Actively searching,0,0,Lower-middle
04a90e56-4d05-473b-876e-e5dc5da70871,Not actively searching,1,1,Lower-middle
0d4153af-1b67-44ba-a4c2-cd5c27b31826,Actively searching,0,1,Middle
70aa4919-b741-4889-8e7e-70c46b7161d7,Not actively searching,0,1,Lower-middle
3b1679da-b182-4eea-8e7c-174b5d31b073,Not actively searching,1,0,Lower-middle
aea307b5-0f60-489f-aff2-ef393b573d61,Actively searching,1,1,Middle
a4d860cc-ca23-4f71-8c2a-1083e9a50048,Not actively searching,0,1,Middle
0ab3e674-a80a-427e-94f0-70a4f3a5d9e3,Actively searching,1,1,Lower-middle
4a9c5cd8-8d19-49ed-b0a3-121e2d398947,Actively searching,0,1,Middle
a9461def-f099-40c8-a844-3a86d7f5a88e,Not actively searching,0,0,Lower-middle
1f91665f-4779-4432-aeff-c22526f06573,Actively searching,1,1,Middle
09391366-85cf-4a30-93d5-b41581a522e5,Not actively searching,1,1,Middle
aead67fe-036a-4a05-86a0-0447055050c1,Not actively searching,0,0,Low
92bddaf9-40b9-4adf-b2bf-939bd1564f4b,Not actively searching,1,1,Lower-middle
0567b841-6bf0-498d-a96b-5613d50a2996,Actively searching,0,1,Middle
27059bda-1ab1-487a-ad2a-5a9fe713f870,Actively searching,0,0,Low
a56acf4d-0009-4631-bfac-d0fcd0a0238a,Actively searching,0,1,Middle
9cd194d0-197d-4c66-9f4e-f955e1a7dcea,Not actively searching,0,0,Low
3179b882-a46d-43e1-9ec8-e5a54ba48028,Not actively searching,1,1,Middle
cc77c944-541d-4b07-a6ec-9be3ea7e350b,Not actively searching,0,0,Lower-middle
46d540b6-ccee-45b7-93d4-7254b4b6f42b,Not actively searching,1,0,Low
f87df955-f839-434d-8af2-808538ce333a,Actively searching,1,1,Middle
27c757fb-14cc-4f2a-804a-a84f47c3c061,Not actively searching,0,1,Middle
460bf5aa-44fb-4380-ac53-b9e3c0864c7a,Not actively searching,0,0,Lower-middle
3a9c5851-fdc8-4927-926c-cefc4e09ee98,Not actively searching,0,0,Low
0de905d0-9d88-4492-9a87-a586897f28f0,Not actively searching,1,0,Lower-middle
882a9980-332b-4e2d-adca-76d40f87ae8d,Actively searching,1,1,Lower-middle
7f10e2c1-6571-46de-854f-414b3ed15925,Not actively searching,1,0,Lower-middle
7cfe8aa6-d6f8-4c46-aa95-d77fe0d686ea,Not actively searching,1,0,Lower-middle
ebe1f33d-f01d-454c-840a-309731beeb0f,Actively searching,0,0,Lower-middle
ca40612a-c9a4-4edb-b29c-0952954aaa1b,Not actively searching,1,1,Lower-middle
73d0a3f6-d54c-4341-b23a-3f778023df1e,Actively searching,0,1,Middle
f421704e-1c8c-48f7-af11-a881bfca02d5,Actively searching,1,0,Lower-middle
22b50261-6242-4e5e-bf15-916ef81b67d4,Not actively searching,1,1,Middle
bf9a1add-e86e-47a1-a985-f705b804b871,Not actively searching,0,0,Lower-middle
a36df88f-253e-48af-a020-92f787de1dba,Not actively searching,0,1,Lower-middle
737c474d-5ae5-40f9-9a39-ca91eb2b5dc6,Not actively searching,0,1,Low
69e1f746-e208-4775-b44d-409a2a02b266,Actively searching,0,0,Low
8301c3a0-643b-41a1-a581-07a17ac8e2e3,Not actively searching,1,1,Low
b8a43f68-f9c9-4bca-9d8a-6f64225b3f09,Not actively searching,0,1,Lower-middle
448e9744-7ce3-45dd-9fd9-1f1a58bdbcc3,Not actively searching,1,1,Middle
2b8096ab-19ba-4e96-b360-049add52ab80,Not actively searching,0,0,Low
5e1c3aa4-179b-4366-9a99-ab9cd05b5d23,Actively searching,0,1,Lower-middle
09c407af-47f7-462e-ae67-56dfe853d613,Not actively searching,0,1,Lower-middle
4452c6fb-74f5-461d-b0bf-1ec75d117e52,Actively searching,1,0,Lower-middle
1eaf4527-327d-4d17-ab42-641f649f4490,Not actively searching,0,0,Low
0f2646f3-6513-4ebc-a0f9-4965228aeb09,Actively searching,0,0,Low
2934e4e5-c0b8-4514-9cfd-73bda5731b7c,Not actively searching,1,1,Low
72c16ab8-e3e4-4551-a55e-1ea540377512,Actively searching,1,1,Lower-middle
b84a0370-b342-4b95-93f5-4dc35e08dafb,Not actively searching,1,0,Low
7b5b2191-bc30-4957-8aea-545c49b27af2,Not actively searching,0,1,Low
c67de41c-7b1c-494d-89b2-c1758e8769d3,Not actively searching,0,1,Lower-middle
121efce4-1859-423e-a938-26c3327aa553,Not actively searching,0,1,Lower-middle
bbb71329-78c1-4660-9801-92096db96934,Not actively searching,1,0,Lower-middle
b3d4252a-1c15-4d30-8e9e-670ba6ff42b6,Actively searching,1,1,Low
67888f13-6251-4509-a7e3-948e59067d0e,Not actively searching,0,1,Low
52d395a5-c12d-4987-a79e-ea61fc682c2e,Not actively searching,0,1,Lower-middle
41230a85-7ed9-4453-b56a-318306f0e1ed,Actively searching,0,0,Low
25320c07-7165-42b6-95f2-9ec76c049e10,Not actively searching,0,0,Low
39856206-ddd0-47f9-9d2b-2d3a6f5b83ae,Actively searching,0,1,Lower-middle
568ebc6e-a2aa-4da8-a879-2c30185cccb7,Not actively searching,1,1,Middle
ff8b8eb1-0d17-457e-8853-2f8c08d5c857,Not actively searching,1,1,Lower-middle
7639a253-63e1-4904-a5df-565f88f4b92a,Actively searching,1,1,Lower-middle
69e472c4-8abb-4b25-bab3-d9ef96934116,Not actively searching,0,0,Lower-middle
6b8cb62d-36f9-4c48-9534-1651dc9775f5,Actively searching,0,1,Low
936274d2-42ff-4d4c-8875-f1116eb01d15,Actively searching,0,1,Middle
11d57dd0-05b0-4092-9ff8-dfb4f8f00ef2,Actively searching,1,0,Lower-middle
79d3066e-746f-4d38-ac74-1bf156b1c3f9,Not actively searching,0,1,Low
4146d171-c150-477a-a3bf-bd1484919c25,Not actively searching,0,1,Low
750e25a6-b87b-470e-83d0-27c964c34c2a,Not actively searching,0,1,Lower-middle
c9742871-8cbc-42ac-85d9-4d7e86d7b72a,Not actively searching,0,1,Middle
bc8c26c2-d9a9-4ecc-a19f-04d7a0baa2aa,Not actively searching,0,1,Lower-middle
7db8e3ba-6b9e-4c5d-b9ac-0b9db1912a3d,Not actively searching,0,1,Lower-middle
d398af5b-5663-46e8-8f2f-5fa15ff78e0d,Actively searching,0,1,Lower-middle
a2ecc045-13a4-48d4-bb01-b342c324f0ae,Actively searching,1,0,Lower-middle
4be02a68-b4d7-483f-912d-650db271f7b5,Not actively searching,0,0,Lower-middle
59b037ee-5c47-4d41-892f-d5d703ff288d,Not actively searching,0,1,Lower-middle
cb44e269-1a69-4d7c-b868-9cabac35accc,Not actively searching,0,0,Low
0ab1d492-764f-449f-a716-d8d83a4a54c8,Actively searching,0,0,Lower-middle
385981a1-d58c-48e0-9d56-6c5d809ee6a9,Not actively searching,0,0,Lower-middle
63d05a3a-b6a5-463d-829c-6a2492347424,Not actively searching,0,1,Lower-middle
6a1111ba-d9a1-4c96-80e6-01a6c3852b1f,Not actively searching,0,0,Lower-middle
ec9a94eb-ed4a-475a-b74f-a692ad6be591,Not actively searching,0,0,Low
f1d554e2-a706-4b76-8931-5adc1a9a0c80,Actively searching,1,0,Lower-middle
9e0d820d-3123-44bb-92ee-7e4fc80e617c,Not actively searching,0,0,Lower-middle
0c318258-3211-4d94-93bf-342f3c8d0ecf,Not actively searching,0,0,Lower-middle
83f2c216-25fe-4b3b-aee7-16db74a138d5,Not actively searching,1,1,Low
68394b3f-a351-4d42-a67a-1b1f797f6fca,Not actively searching,1,1,Lower-middle
8055820e-26a5-4eb5-93db-66cf12b941e6,Actively searching,0,1,Lower-middle
9595293a-bfc9-448f-8eca-6bb3adedeb13,Not actively searching,0,0,Low
f06b957f-148f-4e65-961b-a238016c820b,Not actively searching,1,1,Middle
efb2fdff-930a-4da2-ad0e-e7be9278041a,Not actively searching,1,0,Lower-middle
193abb1f-76b5-46bc-be2e-5bb74960decd,Not actively searching,0,1,Lower-middle
92e5f839-2f04-402c-be3b-cfd5215bc3c2,Not actively searching,0,0,Low
8f3aaff6-c5d9-4b13-bc3c-839249dfa140,Actively searching,1,0,Lower-middle
6d47b329-d93c-4ae9-a759-6d0afc4961c4,Actively searching,1,1,Middle
0365811b-8790-4f96-ad16-f7a27821ec32,Not actively searching,0,0,Low
1f7cf182-e47f-4bd3-b037-f823077bcc7a,Not actively searching,0,1,Lower-middle
09e78bff-4bca-44b5-8ae8-0c27a240fb4c,Not actively searching,0,1,Low
d92200d8-7a3f-455d-a51d-3680db7a6a56,Actively searching,0,1,Middle
ec2d8f27-ad4f-47d4-a2d8-5f2b1411f955,Not actively searching,0,0,Lower-middle
68bd3084-5cc1-40e9-94a2-13b8ce805e65,Not actively searching,0,1,Lower-middle
10fd6eb5-bc37-40d3-80a3-aafbb98454c8,Not actively searching,1,0,Lower-middle
99473ea1-7a51-4f41-84b2-fff3c1ac84f0,Not actively searching,0,0,Low
feff4f6a-6a33-4081-9a35-7567802032f3,Not actively searching,1,1,Middle
52999692-368e-40b2-a2bd-37e2554a479f,Actively searching,0,1,Lower-middle
946f4cd4-6719-405b-8d43-53ad4aec35a6,Not actively searching,0,1,Middle
14dfd732-40bc-4dba-b37b-375ad22bca03,Not actively searching,0,1,Low
837990a1-1098-47a6-b09e-08a6452bc171,Not actively searching,0,1,Middle
eae1f34b-bea7-437f-8b97-717539b2c129,Not actively searching,1,1,Lower-middle
a1158c91-1b66-4a0c-8f2d-43dde9dda3b2,Not actively searching,0,1,Middle
8f0a2522-c923-40e6-af84-d3b86af339ff,Not actively searching,0,1,Lower-middle
b0824ec7-1fe5-42cb-bd67-1fafb45f95d5,Not actively searching,0,0,Lower-middle
b0adb355-c2e9-46d7-956e-f266efbfebc2,Not actively searching,0,0,Low
2d367204-1495-48e0-bea9-1de76d486d06,Not actively searching,1,1,Middle
2d1bee84-b4d9-401f-8ff7-1bd492e443ab,Actively searching,1,1,Lower-middle
6af24d15-8bc3-48c7-9d1b-8783301d7ea7,Not actively searching,1,1,Lower-middle
54ac8122-4799-4605-99e1-20869bc1d3a1,Not actively searching,1,1,Middle
705eb8b9-3396-475b-acfb-2a591660256a,Not actively searching,1,1,Middle
bfac6e41-6ea2-4623-a2ed-d7bf1f987d4a,Actively searching,1,1,Lower-middle
3bba26cb-e97d-4706-89ed-d33b9a02b27f,Not actively searching,0,1,Lower-middle
fa4e968a-4541-4ce3-8557-3b9c37449b18,Not actively searching,0,0,Low
11652489-3f95-4fff-a067-db14d7c044c6,Actively searching,1,1,Middle
41098dd6-9e16-45e0-8e85-6887af47168b,Not actively searching,0,0,Low
24b6da63-7147-4786-aefc-5394ba494d71,Not actively searching,0,0,Lower-middle
1f63cdc9-622f-4e15-97f1-52d4832a09e1,Not actively searching,0,1,Lower-middle
750e1fea-02e7-4888-92e7-bf3e1209303e,Not actively searching,0,0,Low
18c69f62-87b5-461c-bd42-e1aa70f080d8,Not actively searching,0,1,Low
b446ca4e-8ce2-44d6-af1b-eb3ab721e0b7,Not actively searching,0,1,Low
507f70fd-3c2b-40ed-b3f0-c9b64c8ebc3b,Not actively searching,0,1,Low
4e3fa2ef-7675-4c21-87f2-ec219597d23b,Not actively searching,1,1,Middle
0321c7db-ce8e-4579-82ab-d4ea8f1ba11f,Not actively searching,0,0,Low
29e3a2dd-364e-461b-9659-528188d6c5e8,Not actively searching,0,0,Low
bce87f7e-2bd9-4ee0-abd7-4525df861e05,Not actively searching,0,0,Low
c81fdb8f-582e-4390-8075-9336d3f63460,Not actively searching,0,1,Lower-middle
b915b72a-72a4-4a9f-afb4-e02f12bd405e,Not actively searching,1,0,Low
10c28374-7bb6-4fda-b7f3-c59fcb2dddc7,Actively searching,0,0,Lower-middle
e153aa3f-921a-45fe-85a6-ae29712a9545,Not actively searching,1,1,Lower-middle
108cedbe-9912-4d20-a0ad-0cf0f5b934f3,Not actively searching,0,1,Lower-middle
6c6d3ac4-36eb-41d9-8791-f3860ee1febc,Actively searching,1,1,Lower-middle
23b11912-c5a9-443c-b554-97c4027f7a18,Not actively searching,0,0,Lower-middle
5ed12d6a-b7d7-4367-9f34-b4fd0c25957b,Actively searching,1,0,Lower-middle
79884f42-44e0-4197-9aab-1fa9fd43d653,Not actively searching,1,1,Middle
f904855d-bb87-4e6e-9855-74f3a860bc54,Not actively searching,0,1,Middle
bf0f4fe2-5a9a-4a55-b54a-9d5eadca49cf,Not actively searching,1,0,Lower-middle
ea9ecce4-25f3-4bcd-8f0a-25d609f795c2,Not actively searching,0,0,Low
68382c27-c6d0-483b-bef6-cb1ffde90ea8,Not actively searching,1,1,Lower-middle
bc51413d-59a5-41b7-9e3d-46d3b1b92d2a,Not actively searching,0,0,Low
b7bb66f6-4b78-4168-8dd8-c2ec6c8f8588,Not actively searching,0,0,Low
020f7c9f-7c1e-446f-a4ec-d7de361deb8b,Not actively searching,1,1,Lower-middle
2c7ad83c-887c-4b70-a7a9-3c9300cd2b8d,Not actively searching,1,1,Lower-middle
508e5f3b-a675-43d0-8225-71867bd80191,Not actively searching,1,0,Lower-middle
9dad2f27-633a-492f-8f5d-160d85e42258,Not actively searching,1,1,Middle
1acdd879-0484-400b-8dfd-5d7333c74b19,Actively searching,1,0,Lower-middle
af0725f4-45ab-41f2-89ba-2ccdeb9f50d5,Not actively searching,0,1,Lower-middle
a3aa6c26-5fb1-43a1-9d32-a333381d305f,Actively searching,1,1,Lower-middle
2154dd13-d21a-4087-88da-ff5e6ba1f079,Actively searching,0,1,Lower-middle
735f91b8-8325-434e-8612-1d12066b8933,Actively searching,1,1,Middle
3f8190db-40ed-40bc-bb03-db645bae2bfd,Actively searching,0,0,Low
5930a5f6-3f4b-4387-8431-06deabd1bae4,Actively searching,1,1,Middle
308022e3-6fd3-4043-9693-7de41d1625ef,Not actively searching,0,0,Low
d8d0e67c-0f73-401d-9c3d-e022642e3092,Not actively searching,0,1,Middle
b38bbb25-56c6-4d54-8d54-9afcf195c7f5,Actively searching,0,0,Low
cd65862a-c18d-4e8d-be32-6bab84d785ab,Actively searching,0,1,Lower-middle
ae964d1b-0a70-4e7b-b8c9-b904548e9f97,Not actively searching,0,1,Lower-middle
2fd84c02-c3e2-49f3-9707-f25fb65656d7,Not actively searching,0,1,Lower-middle
4ccbe196-3878-44f4-a8fd-6d9ce15f8c11,Actively searching,1,1,Middle
ca2768f5-125e-4955-b623-11ea64bfb26c,Not actively searching,1,0,Lower-middle
9aa6c73f-c54b-4d83-b453-ca4ac44b29cc,Not actively searching,0,0,Low
bcecfb25-7c28-4148-90f3-290d8358b18d,Not actively searching,0,1,Lower-middle
4f93250d-686b-450e-8911-2527086432e8,Actively searching,0,0,Lower-middle
350151a8-e92a-4871-a1f1-7499d31429a1,Not actively searching,0,1,Low
20e5322b-320b-4034-b83b-f51e5f127260,Not actively searching,1,1,Lower-middle
e9684b09-e18f-4ace-b42e-c0fc64d99c12,Not actively searching,0,0,Low
032eeb10-d84e-4569-8c77-706044eb3a54,Not actively searching,0,1,Lower-middle
341b268b-2ca2-4c47-9e65-c0801a436549,Not actively searching,0,0,Lower-middle
4270abd4-65ad-410a-beee-7b7609db8078,Not actively searching,0,1,Middle
8de4bf5e-b7a4-4664-8dc8-f4f8e2016236,Actively searching,0,1,Middle
81a6ff84-d693-473d-ae51-214f971c2b4e,Not actively searching,0,1,Lower-middle
697360c6-d4e3-4df5-8b7e-d60b627ca13c,Not actively searching,0,1,Low
ad710d57-423b-4d01-b117-59a92cacddc1,Actively searching,0,0,Lower-middle
bbfce540-3cc5-436c-b77a-18f0a3027769,Not actively searching,0,0,Low
ce243201-b392-4c92-928f-738dbef0e5f6,Not actively searching,1,1,Lower-middle
