youth_id,digital_skill_score,communication_score,problem_solving_score,english_score,career_readiness_score
e3b729fa-b852-4bfe-a2bf-857ab107cb26,74,36,34,33,50
f4e2da72-6434-4931-bbab-889efb9b3c42,100,42,38,41,63
54112b80-02c0-4993-914b-7e067e6daab5,28,22,26,26,30
80f8b9ba-5d15-4495-8408-4314b6a76170,86,32,42,33,56
05b9c63a-0396-4303-a369-4e29748b3110,74,29,29,35,49
65490282-fc76-4b7c-9b2d-4bff7494c859,100,45,38,47,66
30685876-4725-4396-9310-a78561874eab,64,38,32,29,48
91600c6c-0a1c-410c-a881-742001eeb76e,67,31,29,27,44
ecea5b05-3cb5-4492-b982-5f2286ef089f,100,49,47,44,69
b98c12e7-bf78-4f4a-b9d4-59d6e3833528,84,40,35,36,54
e0dcc293-d4e4-4bc3-9b93-c3364717af11,100,41,37,43,63
e5305988-25cd-484e-b966-f4c0babae954,100,34,45,39,63
d502fbbf-1e1a-4669-9494-972d68876f40,88,38,39,29,57
7bc7389c-b145-4180-a5d6-26b0b4e2e497,100,35,27,34,61
88d925a8-80dd-4946-9ed8-eb3d23b32c04,100,40,35,42,64
db9b756c-3818-429c-8338-8dedf2acaff0,79,36,38,34,55
397a83e8-f366-455c-a66f-0fe4b0c6afb7,73,44,39,33,53
357340e9-fced-4860-b7bb-089d108899e4,100,51,48,38,68
fbee9403-e070-4a70-8a35-8de0a36423f0,100,45,43,42,67
aa86e8e8-3f87-4a10-92b8-adf8ba9cfe9b,76,33,31,39,52
9007497f-ac81-4a46-8a73-c80006848ac1,73,28,38,28,48
472f1d6c-e227-4428-aed5-78fd03ca5025,82,47,41,39,59
63104310-8f75-45f7-ab6d-d9fdd0ca2d2e,73,35,34,36,50
ee9c8baa-377b-4c6d-989f-20de91254868,21,25,23,17,25
30622c09-2996-4f1d-9687-390f7070af5f,24,23,26,22,27
bcb04163-fda9-4910-b76c-5218403dbf08,85,40,29,28,53
6836e180-0cd4-4837-b2b9-f7d0196c3445,100,42,44,43,66
7532ba71-141e-404e-8e22-bf2dd3863464,100,44,47,48,66
c4b6d33f-1db5-4b0a-8657-228d04306b42,100,41,38,43,65
028c4768-9f27-4b2f-a390-ceb90c180b19,84,41,36,36,55
234e5204-ff96-43cd-8540-fff1e8bfee2e,17,21,17,26,22
97b221ac-f1da-440c-8f67-f9c0a50ecde3,76,32,34,25,49
1d623c9a-a56c-4bff-95b5-2d11c30f387b,100,43,46,38,66
5b5bceab-4805-4491-b9f1-ba5e634e372e,80,35,29,30,50
4eb5086e-749b-43cb-9fe6-cde43961db7d,30,28,25,24,29
8e5ea2b9-9fbb-4b7f-964c-ca5b26b263c1,100,51,43,45,67
5a42ad07-c27c-480c-b2e4-c551e46a969b,32,27,32,21,30
e92081a4-fd44-4112-bbaa-6a61c6a57eef,31,20,21,28,27
b566dd3f-ba1c-4405-9ef4-e49387ea5656,71,42,32,32,51
e7bef5bb-1705-4097-9887-b0ba354a5d9a,73,36,28,34,48
c18362e1-0672-42f1-bbed-bb3789525180,69,36,41,31,50
ae8572b4-9607-49fb-bcb2-1ae0d772489b,100,55,53,49,74
d9ae526c-5be9-427d-9ac9-bd23e4c21686,73,41,35,28,51
0303028d-6af4-465e-ab16-1d7992959241,100,33,34,42,62
c9b0900f-4098-4a20-af07-16740fc7d383,58,32,24,27,41
2fc9edef-b125-4edc-9dad-bd3c33c73f08,22,19,20,24,23
92bfc647-8ac9-4500-8229-389d41036be1,72,35,25,40,49
4af4e24f-4433-448f-9fb5-2c2c843e69e1,80,41,34,45,55
64a6ff33-e0c0-40bf-90d8-4576bab6a62e,100,40,43,49,67
db343321-f516-4dc9-9c20-4646142de6dd,100,39,39,42,65
456c4fc4-f3eb-4fbc-9b7f-000eb547bc22,80,31,32,25,49
bbf1c5b7-8e25-4397-9467-db14eee9b668,100,45,41,40,67
f7b3a604-f482-460f-a0c0-f1f8508734c0,29,31,28,23,31
2434d819-e7bb-4a44-a0bc-8e3739afeba5,100,50,42,48,68
d23f02b4-3526-4197-9c19-63c3825db07d,23,24,17,28,27
34c09d97-295b-4528-bd2a-d819effaa725,71,36,25,31,47
3eecfefa-25ba-418c-ba72-b6807fc65666,67,28,22,27,41
a33bcec9-190d-4736-b8bf-f6fc96379f32,29,19,24,18,25
96933d98-6572-4aa2-b2ce-3b259ef8a3fc,80,33,31,36,51
538be711-a3ac-40d2-8b01-9f1cf2eb5939,100,49,34,48,65
ae977a27-0324-4dc8-b1c1-834a61b0fc38,30,31,24,21,28
be1706e6-09c0-422e-8411-48e1b7724565,73,38,35,34,51
8fe88b76-ce7a-40df-b510-0b82239e8047,100,50,46,47,71
b3ef22ea-b238-4eff-a54c-69e809cbc512,81,35,36,33,55
ec8dab6a-8490-4dea-bd0e-71e393df3384,74,31,20,26,44
699f7c7a-1437-41da-8a24-c9b5f31f9edd,87,33,45,33,57
d0b9f942-c7b1-4299-8410-de8ec68300d8,24,29,19,18,24
2e9c36b6-1ba9-4ded-a853-c3b566abf284,72,38,24,34,48
6424886e-8339-40b7-b7a4-2e3afba82316,100,42,49,44,68
8f72e8cb-5a1e-4ad7-ae58-6941e01921d9,100,45,41,45,67
02978bfa-9aef-4ca3-a414-1718c5badc57,100,36,39,44,67
7bb19ba8-81df-40ef-9ca1-3ceed5208dba,77,33,26,36,49
3cfa92a2-9464-491f-9880-b26733d8ae49,100,48,50,43,68
07e75cce-82b1-414a-b7a4-c8efb146cd69,85,33,29,31,54
0b37285f-b9be-47c2-afd7-4d511950cae8,73,28,28,33,49
3862dc26-8d81-4c26-be20-f50fe72ce99a,32,31,33,30,34
fe5a4851-80e6-405a-b6e6-4a3f8931b27b,100,43,53,51,69
c67d828a-7865-4b88-8a75-0b0a7e4c0641,100,48,35,37,65
a94dd6f1-f4cd-4ec6-b147-e655e450b19e,26,16,23,26,26
199da732-3567-4555-94fe-d012f8e8c8b4,79,35,37,27,52
faaa85a0-1f5d-4378-83f4-e9e2591037c3,83,30,30,38,53
940dbb99-ab24-4560-aded-dea612387700,75,36,33,33,50
64c03f3e-9c92-4396-8acd-a17006753317,26,24,22,29,26
f9d49de5-ac55-45ee-be79-91d0c336c801,100,45,43,47,67
24e19c9a-e5cc-4c4c-a45b-a9cd04348cbc,30,23,27,22,28
a225a3ac-945f-4129-929a-cfd917211d4d,99,38,39,38,63
f5f3f1fa-5102-46ef-bb0b-0fea49d6fd8a,22,24,18,20,24
8a2a3795-7f3d-40cf-aebb-2d8b94030237,100,49,45,43,69
3c2a2f50-db21-4415-afef-7ccdb7c20672,100,46,35,41,66
d6728c49-7a6b-4fb4-9316-8149a41451b8,100,43,39,45,66
f6cc80fa-3e7a-442d-a64b-e2438593c7d4,22,29,31,28,26
6a8bf74d-f0c6-4fc7-8204-8cde015dea41,26,27,30,29,29
8413a489-cc89-4acb-9767-911e7cfc9334,100,45,46,44,69
75c90051-52dd-405a-b014-e2326c676bd1,87,34,30,35,53
a35127e0-0eb2-47cb-86ec-26d96f18493a,100,55,40,45,69
32328acf-81f9-4dd8-9bd5-d6a3bb3bc5ce,100,41,39,41,64
dee45021-e92a-49af-a407-4d5aeac54bf0,18,19,22,25,24
7e98c41e-deae-4d25-94fb-ee4d93356c09,100,45,50,44,67
ed8c3ac3-f648-44f5-9f21-ab853d7a6b46,21,23,25,25,26
0a28aec9-36d4-40f6-9c58-fdb323b4866b,19,25,22,28,23
e3ffed94-0aa3-41de-a786-712aee355e5e,100,44,44,44,67
7208d8e1-42ec-4024-b0bd-ba7e72478e56,73,30,35,28,48
b0f53d1f-c6a1-4ed3-a479-ed6e1f118bdf,30,31,20,20,28
0e1e8450-30ce-49cd-b99b-bddb2dc0a623,35,35,35,33,35
2843f707-b51f-4fca-bd4b-434aa08daba3,77,35,36,33,53
eab4ad22-a03c-4032-afe7-2cfc5e582c44,100,42,48,44,65
fc7f3c3f-1282-4baf-a5ca-a934f981746d,100,43,42,44,66
95774336-894f-488f-a341-f896770dedb7,44,27,30,30,33
12ae9e2a-8709-4877-9a4f-60b01f9aeb6d,80,28,35,38,51
d3176cd4-ddab-4692-a345-545f9e61a1e1,69,40,37,33,51
eda636fe-ec1a-4077-8a8e-814a16d55f31,71,36,33,25,49
0a9f58ef-41d6-4e74-b9d4-ebbe6807c5b1,78,35,36,40,51
8865506d-30ad-4c1a-a26d-f9d950879ddc,100,43,40,47,68
05425129-e0ed-42ba-a5ae-15d05a420613,82,32,34,32,54
95742b50-1dbf-4175-898e-50826a3fb6ce,29,29,29,31,30
602ba5f9-18e0-4942-be2c-9fc5f229f135,67,42,31,36,50
9a7b4ae1-0fe8-4880-a851-faa0b1b4c081,100,31,41,42,62
7678a4c1-6842-4c13-bf2e-8fa9e247bea5,29,26,26,18,30
6025e0fd-3ce2-460b-8804-69a957612bd0,83,31,28,29,48
63a802a8-09f3-4374-a2a3-e4ece90ee57e,76,34,28,36,50
ecfc92dd-3704-4019-978a-5109eec16792,13,20,25,22,22
9a3fdbfe-57f4-4ee2-842f-b6cb07053066,78,44,41,44,55
b75276c8-bee3-4955-ad45-7afbabd1e0b4,24,24,22,31,25
d222759a-6eb0-4d50-8ea2-91cb8445c636,15,28,22,17,22
0b4a2447-6f7e-4d8f-beee-dce33b137a80,100,42,42,40,65
78365dcd-f9e8-4f9c-9eb1-24368f22f36f,85,40,36,31,55
2d4aaf76-4ddb-4846-9754-e0154b1d8cf3,100,44,39,35,62
0c276385-d65c-48a6-9b83-99750a7499a3,90,44,33,37,58
b7abb8a0-3353-4700-bfd9-2bb20401b70e,80,34,40,24,51
2362ad23-3d34-4391-baf3-7c0cc356a24f,80,38,35,34,53
f2461160-a9eb-45ce-9a5e-8cc334d121c7,31,29,23,28,29
2247da5a-6790-493c-a34e-5645047a9de4,81,36,30,37,52
11f0f7d1-2b55-4c95-9d70-f791346c223c,21,16,17,26,23
57830854-6c16-4d3f-a59d-f8416c0ab584,93,32,31,38,56
52a8d4bb-c428-4704-9035-2a3bd8543f9d,85,40,37,32,56
186c1419-e6ad-4200-b8a0-124cf936a726,100,46,45,49,70
0d771138-73d8-4868-8acb-6519f10796fc,71,33,23,38,46
1d525782-c66f-43ac-98bd-f32acd865678,82,35,37,50,56
e4de1550-42bd-4d1b-9360-55657e9f0b9d,100,42,44,43,65
ee0509dc-dffe-47a8-aefa-190c67845587,21,18,28,22,24
949bf09f-5444-4aff-97c7-439641425344,74,36,31,41,49
6b915996-ebfb-4e68-b295-8569d973bb32,76,36,33,34,52
e08a7e4b-c6f5-4947-bbaf-9c1fbbbab10f,32,31,22,26,30
054d436b-32fd-4d24-affd-bcf7fbb9a5ab,83,29,32,34,50
e6920014-3bbe-4dbb-8d5f-ab3869f9aaf6,74,41,32,31,51
2a419f8a-6092-404d-a0eb-c756240d2126,71,32,35,27,48
07ba3334-82a0-4bfd-9e25-2aaf15ab7cc7,100,36,45,47,66
56506092-2cb9-4f0e-ba94-6fe844ba09ad,88,42,33,35,55
bca67916-8e1d-4538-b339-e7963d947709,100,48,38,48,66
69bb6ae0-3e0f-4894-aa4d-b6c97320d26c,100,38,36,35,64
e4e90e25-c4d2-40d8-b936-389415df7b7f,72,31,30,40,50
e5e33041-8d14-4e0e-b41c-5ec0ccee29ec,100,34,41,47,67
ccdddff0-0d98-481c-bddb-7f3a7d5beca7,44,22,22,33,32
800017e7-7ff6-4097-9b82-a46179cd82a5,66,28,34,36,47
ba3e4b8c-da3b-43f9-a6a0-cdae82e9d0fd,100,50,44,40,69
41fa1ab2-b360-4ceb-b0ae-ba47314298b5,28,25,21,25,26
c3a8133b-a429-42be-9851-20b5828ba20d,76,35,37,32,50
7c73e269-085f-492e-bb95-fbe645d3ce1e,65,30,28,29,45
d8f18eb2-cad8-4222-85f8-756ebdb31834,65,30,30,28,44
77dc39ca-f20e-4141-a0eb-b63d1fdb6265,41,33,34,23,34
2acf60be-f37d-404f-931f-a629b16d6f43,100,46,36,40,67
a1b3f39f-d759-434d-8179-ea04cc0f7e61,100,44,43,38,66
753b5fa5-28e5-4850-85cc-9cb67add0c5f,26,28,25,24,28
d62e6bf3-c8e3-4e5f-80e5-b8c41a7df6da,100,39,42,43,65
5d0d5a3f-be0d-41f7-8271-e1334b903b94,75,30,28,31,48
bf22e41f-fa3a-4577-be33-dfebe676ec34,86,45,40,46,58
76d6b636-cb06-431e-b582-58d29a9b3810,68,27,32,27,45
711e18b0-fad4-45b8-bc70-aad91f3696f4,32,26,22,31,32
7869db13-bbc5-48f6-8cc2-926609df4b07,17,19,22,24,24
f49b13a0-8ba2-4170-a77c-73f459fa9409,100,45,43,50,69
5f1c7426-e766-40a0-a91c-c53d8e2eb2e0,77,31,38,39,54
190441c7-11e1-484e-9e35-eb91be98a41a,85,40,32,36,55
b03eb426-8371-4e78-b02a-a3fbc87f3ede,78,39,33,38,53
706a470a-3df4-4468-9c41-67bd2b47d9a8,31,26,24,29,31
7a635ae3-491f-418d-9b81-a15ab8656977,69,24,24,30,43
031564b9-3a1a-4d1d-ad57-9004ed233393,100,38,39,30,63
ad6ee6cf-cf3f-471c-aae7-a3283ab1787f,48,25,29,27,36
724d355b-9952-4c8e-b5a5-c8f5281ca732,23,25,21,27,25
5e36f24e-3d6c-49ce-96eb-c7ce47c8e5a0,100,42,46,46,68
fff5fe04-2423-4c28-a41e-0010d7b83b92,21,27,30,28,26
ecd1bfa9-f9de-4194-913e-0dccde85db54,100,40,44,45,67
d4105980-4ea8-44fa-a66c-8462afe259b0,100,42,45,46,68
da1c559e-5f7f-47da-ba2a-a67d2e5f34ee,100,34,40,37,63
1e1450aa-1428-447b-a554-a44e8194121a,30,24,25,23,28
435c9d24-4dc9-430d-b9a9-2a2cf69be0b8,100,34,41,42,61
b4f8948a-c5e5-45f3-8402-2ed9e52fedff,100,43,42,37,66
a86b0db6-8e49-4da6-ab2c-f3520f49abb7,69,26,25,27,43
2308d1c2-7ecd-4f5f-875b-d44badb684f8,77,30,37,39,53
e8de5030-5092-43ec-9c49-65f5424d93a0,100,42,43,49,66
ebc86244-587e-4c29-a0fe-e89dafa49a0f,100,48,47,39,69
15fa530c-944a-4040-b0d0-cd6b3988d840,25,19,23,20,23
d08964ea-4e53-4f0b-95a0-f5b03338504b,73,33,33,27,49
0b910a94-0f3a-4d66-8f72-2e9b146f9b8e,23,25,21,22,25
f5e10b23-74fd-4da5-8a5e-99d5e46d4108,100,45,35,42,66
1881fbed-bcde-4353-9b04-759ad7ad1d94,68,31,32,36,48
c4991313-bf67-47eb-a2f0-a2ae2afb65fc,35,27,28,30,33
ab16bad6-cade-48f4-86f5-14b47bc87b8f,100,44,33,38,64
37db20f9-5d3e-47db-b5d7-123f4b517180,100,47,42,37,67
d25fd4e1-9ea6-4371-88ad-0140e217483d,63,34,34,33,48
45295849-ccaf-428c-80fd-b8de7b661ac5,64,36,25,32,44
78a05425-f4a1-40f4-a128-0a7cb8667f3a,100,41,38,40,65
253d5f9c-c0ec-4808-b9cc-61845df8579b,30,33,28,22,29
e2062ecf-7bfc-410b-9433-fc60981c8f0a,82,32,33,36,54
db5f92d7-d7ee-43b9-8514-0239e12bf17b,79,42,34,41,54
428a27cb-28b0-4cc3-81c8-9329bf02d147,100,39,40,34,64
027b6271-e980-46ee-a961-7d283b1a30b4,89,38,42,36,59
c8d6d4a9-7221-4640-9d73-3c742acfd932,79,44,44,36,56
19a8fd23-7787-4f40-8668-5af5af3b9c79,25,28,26,23,27
36e4d84c-b06c-49d6-84d8-3b357d6842fa,66,27,33,31,46
51276e7b-1bbc-4ece-b602-338a7b3c88b9,39,27,32,22,34
7185314d-8642-4faa-b609-264f6fc4f8df,77,36,26,27,49
3a71cb00-1440-40b7-97e0-8527845c2cb4,67,31,31,22,44
93123a3b-87d9-4a13-9cf5-94291759e6e7,25,20,27,23,24
ab0021e2-a724-4d4a-8d17-cdd98baf1b4b,61,28,19,27,42
b2160c62-6cc9-4964-a4dd-7dc187dd9e7f,76,35,35,31,49
a9a2fa4c-1c8e-4474-a895-7d939ecc4eae,15,23,30,22,24
d126c578-241d-4f82-8ea3-4bd6f439f45a,25,20,26,20,27
712836d1-43bf-400d-8e35-db5cbf9e8d7a,100,45,49,44,68
6225c022-a0c4-41be-b837-caef4cde6e08,100,51,42,45,69
c0e4e384-325a-4026-85f1-ef5c1045cd74,77,34,31,30,50
770d3bdf-da2e-49d7-b1a8-00751cf1b274,31,19,24,16,24
fb77f92a-b2f6-428d-a112-7cfd35a00c05,80,31,35,44,54
a44151c6-24fa-4422-b45f-1e03db0710ce,68,36,28,33,47
33bd8614-5c8f-4b95-a666-96aad8c9e995,67,33,30,30,45
e7ebaa34-e615-4bf8-ad5a-4c0fdf1bebcc,100,42,41,36,66
18294ce1-0624-416e-85be-bffc87b66152,100,46,45,53,70
888e5922-c802-4038-9788-fd37dd1d5be2,100,51,51,45,70
79d433be-de9c-48f8-836e-cb486ff545c8,100,41,40,43,63
b36ec3dc-0d08-45a8-b881-d3a3335bfad2,81,34,34,33,52
cba15173-c9ab-458b-9a47-bf006751a781,73,31,31,27,47
b43b69f7-37d2-40d6-8079-b03b0098711a,100,44,46,36,67
3bd16e5a-7e94-4f57-a185-ebf195bce3a8,78,26,32,39,51
92353ae1-2409-458f-8b6b-6c94f4dd952a,73,45,31,44,55
b57275c6-9fe7-4661-a53d-407cf0da0508,68,29,26,23,45
04a90e56-4d05-473b-876e-e5dc5da70871,81,30,35,32,55
0d4153af-1b67-44ba-a4c2-cd5c27b31826,100,45,41,51,69
70aa4919-b741-4889-8e7e-70c46b7161d7,91,35,36,34,55
3b1679da-b182-4eea-8e7c-174b5d31b073,100,50,42,38,67
aea307b5-0f60-489f-aff2-ef393b573d61,100,42,41,42,65
a4d860cc-ca23-4f71-8c2a-1083e9a50048,100,45,36,48,65
0ab3e674-a80a-427e-94f0-70a4f3a5d9e3,80,37,33,36,52
4a9c5cd8-8d19-49ed-b0a3-121e2d398947,100,43,43,44,69
a9461def-f099-40c8-a844-3a86d7f5a88e,74,36,32,45,52
1f91665f-4779-4432-aeff-c22526f06573,100,42,41,39,67
09391366-85cf-4a30-93d5-b41581a522e5,100,40,36,33,63
aead67fe-036a-4a05-86a0-0447055050c1,22,17,18,20,22
92bddaf9-40b9-4adf-b2bf-939bd1564f4b,66,32,32,30,48
0567b841-6bf0-498d-a96b-5613d50a2996,100,35,42,43,66
27059bda-1ab1-487a-ad2a-5a9fe713f870,67,26,28,26,42
a56acf4d-0009-4631-bfac-d0fcd0a0238a,100,41,35,42,65
9cd194d0-197d-4c66-9f4e-f955e1a7dcea,27,29,21,24,28
3179b882-a46d-43e1-9ec8-e5a54ba48028,100,49,43,42,66
cc77c944-541d-4b07-a6ec-9be3ea7e350b,85,34,29,28,52
46d540b6-ccee-45b7-93d4-7254b4b6f42b,20,23,20,19,23
f87df955-f839-434d-8af2-808538ce333a,100,50,45,49,71
27c757fb-14cc-4f2a-804a-a84f47c3c061,100,39,38,39,66
460bf5aa-44fb-4380-ac53-b9e3c0864c7a,80,30,35,27,51
3a9c5851-fdc8-4927-926c-cefc4e09ee98,25,29,22,22,27
0de905d0-9d88-4492-9a87-a586897f28f0,74,38,33,29,51
882a9980-332b-4e2d-adca-76d40f87ae8d,90,34,38,42,56
7f10e2c1-6571-46de-854f-414b3ed15925,100,38,40,37,63
7cfe8aa6-d6f8-4c46-aa95-d77fe0d686ea,84,41,35,38,56
ebe1f33d-f01d-454c-840a-309731beeb0f,100,47,42,49,68
ca40612a-c9a4-4edb-b29c-0952954aaa1b,85,44,36,37,57
73d0a3f6-d54c-4341-b23a-3f778023df1e,100,43,42,50,68
f421704e-1c8c-48f7-af11-a881bfca02d5,71,37,33,28,49
22b50261-6242-4e5e-bf15-916ef81b67d4,100,43,37,36,65
bf9a1add-e86e-47a1-a985-f705b804b871,75,38,36,36,53
a36df88f-253e-48af-a020-92f787de1dba,83,45,40,34,56
737c474d-5ae5-40f9-9a39-ca91eb2b5dc6,23,23,30,28,30
69e1f746-e208-4775-b44d-409a2a02b266,28,26,25,27,29
8301c3a0-643b-41a1-a581-07a17ac8e2e3,60,27,33,26,42
b8a43f68-f9c9-4bca-9d8a-6f64225b3f09,77,37,39,31,53
448e9744-7ce3-45dd-9fd9-1f1a58bdbcc3,100,41,43,39,66
2b8096ab-19ba-4e96-b360-049add52ab80,31,19,29,33,30
5e1c3aa4-179b-4366-9a99-ab9cd05b5d23,68,36,36,34,50
09c407af-47f7-462e-ae67-56dfe853d613,66,31,22,36,45
4452c6fb-74f5-461d-b0bf-1ec75d117e52,76,36,30,41,54
1eaf4527-327d-4d17-ab42-641f649f4490,25,25,22,27,27
0f2646f3-6513-4ebc-a0f9-4965228aeb09,23,27,18,17,22
2934e4e5-c0b8-4514-9cfd-73bda5731b7c,35,26,22,27,31
72c16ab8-e3e4-4551-a55e-1ea540377512,76,34,36,36,53
b84a0370-b342-4b95-93f5-4dc35e08dafb,55,28,25,23,38
7b5b2191-bc30-4957-8aea-545c49b27af2,33,20,21,24,26
c67de41c-7b1c-494d-89b2-c1758e8769d3,69,43,34,25,49
121efce4-1859-423e-a938-26c3327aa553,68,33,25,33,47
bbb71329-78c1-4660-9801-92096db96934,74,37,29,28,45
b3d4252a-1c15-4d30-8e9e-670ba6ff42b6,59,34,30,30,42
67888f13-6251-4509-a7e3-948e59067d0e,59,30,21,33,42
52d395a5-c12d-4987-a79e-ea61fc682c2e,76,36,33,38,53
41230a85-7ed9-4453-b56a-318306f0e1ed,14,14,18,15,20
25320c07-7165-42b6-95f2-9ec76c049e10,36,32,31,19,31
39856206-ddd0-47f9-9d2b-2d3a6f5b83ae,84,35,31,31,53
568ebc6e-a2aa-4da8-a879-2c30185cccb7,100,50,48,44,71
ff8b8eb1-0d17-457e-8853-2f8c08d5c857,66,35,33,26,47
7639a253-63e1-4904-a5df-565f88f4b92a,85,38,40,34,58
69e472c4-8abb-4b25-bab3-d9ef96934116,77,42,37,38,53
6b8cb62d-36f9-4c48-9534-1651dc9775f5,31,33,27,24,31
936274d2-42ff-4d4c-8875-f1116eb01d15,100,42,44,42,68
11d57dd0-05b0-4092-9ff8-dfb4f8f00ef2,100,43,40,46,66
79d3066e-746f-4d38-ac74-1bf156b1c3f9,27,17,30,21,26
4146d171-c150-477a-a3bf-bd1484919c25,25,26,27,21,28
750e25a6-b87b-470e-83d0-27c964c34c2a,73,33,31,24,47
c9742871-8cbc-42ac-85d9-4d7e86d7b72a,100,44,47,45,67
bc8c26c2-d9a9-4ecc-a19f-04d7a0baa2aa,72,35,35,41,53
7db8e3ba-6b9e-4c5d-b9ac-0b9db1912a3d,82,43,35,36,54
d398af5b-5663-46e8-8f2f-5fa15ff78e0d,67,35,37,36,50
a2ecc045-13a4-48d4-bb01-b342c324f0ae,100,42,37,43,65
4be02a68-b4d7-483f-912d-650db271f7b5,78,39,39,34,54
59b037ee-5c47-4d41-892f-d5d703ff288d,65,34,29,27,46
cb44e269-1a69-4d7c-b868-9cabac35accc,74,23,23,36,44
0ab1d492-764f-449f-a716-d8d83a4a54c8,78,32,23,32,50
385981a1-d58c-48e0-9d56-6c5d809ee6a9,76,29,24,32,47
63d05a3a-b6a5-463d-829c-6a2492347424,79,40,30,34,52
6a1111ba-d9a1-4c96-80e6-01a6c3852b1f,83,33,26,34,53
ec9a94eb-ed4a-475a-b74f-a692ad6be591,29,32,25,35,31
f1d554e2-a706-4b76-8931-5adc1a9a0c80,79,42,34,33,53
9e0d820d-3123-44bb-92ee-7e4fc80e617c,84,45,43,33,59
0c318258-3211-4d94-93bf-342f3c8d0ecf,87,33,40,33,54
83f2c216-25fe-4b3b-aee7-16db74a138d5,25,26,27,22,29
68394b3f-a351-4d42-a67a-1b1f797f6fca,75,43,37,27,52
8055820e-26a5-4eb5-93db-66cf12b941e6,71,31,44,38,52
9595293a-bfc9-448f-8eca-6bb3adedeb13,29,28,23,19,27
f06b957f-148f-4e65-961b-a238016c820b,100,45,40,44,66
efb2fdff-930a-4da2-ad0e-e7be9278041a,81,35,36,31,52
193abb1f-76b5-46bc-be2e-5bb74960decd,78,37,39,29,52
92e5f839-2f04-402c-be3b-cfd5215bc3c2,13,27,16,23,20
8f3aaff6-c5d9-4b13-bc3c-839249dfa140,75,40,33,30,51
6d47b329-d93c-4ae9-a759-6d0afc4961c4,100,39,40,39,66
0365811b-8790-4f96-ad16-f7a27821ec32,15,27,27,22,25
1f7cf182-e47f-4bd3-b037-f823077bcc7a,76,30,33,29,48
09e78bff-4bca-44b5-8ae8-0c27a240fb4c,58,33,29,31,44
d92200d8-7a3f-455d-a51d-3680db7a6a56,100,39,41,38,66
ec2d8f27-ad4f-47d4-a2d8-5f2b1411f955,100,37,38,41,64
68bd3084-5cc1-40e9-94a2-13b8ce805e65,73,42,30,37,50
10fd6eb5-bc37-40d3-80a3-aafbb98454c8,80,46,46,42,60
99473ea1-7a51-4f41-84b2-fff3c1ac84f0,32,20,35,24,32
feff4f6a-6a33-4081-9a35-7567802032f3,100,39,39,41,65
52999692-368e-40b2-a2bd-37e2554a479f,80,36,40,33,55
946f4cd4-6719-405b-8d43-53ad4aec35a6,100,42,34,45,64
14dfd732-40bc-4dba-b37b-375ad22bca03,55,26,35,27,41
837990a1-1098-47a6-b09e-08a6452bc171,100,42,43,41,68
eae1f34b-bea7-437f-8b97-717539b2c129,65,30,32,31,46
a1158c91-1b66-4a0c-8f2d-43dde9dda3b2,100,45,50,49,69
8f0a2522-c923-40e6-af84-d3b86af339ff,79,35,32,37,54
b0824ec7-1fe5-42cb-bd67-1fafb45f95d5,86,38,31,27,54
b0adb355-c2e9-46d7-956e-f266efbfebc2,17,21,28,21,24
2d367204-1495-48e0-bea9-1de76d486d06,100,41,34,36,65
2d1bee84-b4d9-401f-8ff7-1bd492e443ab,82,39,33,33,53
6af24d15-8bc3-48c7-9d1b-8783301d7ea7,79,29,34,31,48
54ac8122-4799-4605-99e1-20869bc1d3a1,100,45,48,44,69
705eb8b9-3396-475b-acfb-2a591660256a,100,47,39,41,65
bfac6e41-6ea2-4623-a2ed-d7bf1f987d4a,75,33,43,34,53
3bba26cb-e97d-4706-89ed-d33b9a02b27f,79,36,22,32,51
fa4e968a-4541-4ce3-8557-3b9c37449b18,30,25,18,20,25
11652489-3f95-4fff-a067-db14d7c044c6,100,47,44,41,67
41098dd6-9e16-45e0-8e85-6887af47168b,64,27,26,30,44
24b6da63-7147-4786-aefc-5394ba494d71,69,33,31,38,48
1f63cdc9-622f-4e15-97f1-52d4832a09e1,74,31,36,27,49
750e1fea-02e7-4888-92e7-bf3e1209303e,69,37,22,27,44
18c69f62-87b5-461c-bd42-e1aa70f080d8,36,25,25,26,30
b446ca4e-8ce2-44d6-af1b-eb3ab721e0b7,64,30,32,29,44
507f70fd-3c2b-40ed-b3f0-c9b64c8ebc3b,35,23,26,23,30
4e3fa2ef-7675-4c21-87f2-ec219597d23b,100,40,54,45,69
0321c7db-ce8e-4579-82ab-d4ea8f1ba11f,32,29,28,24,29
29e3a2dd-364e-461b-9659-528188d6c5e8,34,30,28,27,30
bce87f7e-2bd9-4ee0-abd7-4525df861e05,19,31,25,24,25
c81fdb8f-582e-4390-8075-9336d3f63460,71,38,34,37,51
b915b72a-72a4-4a9f-afb4-e02f12bd405e,27,18,28,27,25
10c28374-7bb6-4fda-b7f3-c59fcb2dddc7,100,49,48,50,72
e153aa3f-921a-45fe-85a6-ae29712a9545,77,39,33,33,52
108cedbe-9912-4d20-a0ad-0cf0f5b934f3,70,31,30,31,46
6c6d3ac4-36eb-41d9-8791-f3860ee1febc,79,44,39,37,56
23b11912-c5a9-443c-b554-97c4027f7a18,67,33,28,24,46
5ed12d6a-b7d7-4367-9f34-b4fd0c25957b,100,43,40,37,66
79884f42-44e0-4197-9aab-1fa9fd43d653,100,38,39,36,63
