youth_id,digital_opportunity_score,opportunity_level
b6b214c1-8557-41aa-8ca2-4be4ada77466,59.75,Medium Opportunity
dd75b0cf-d0c9-459e-90b8-2e34e8f57578,14.0,Low Opportunity
55f9dd6c-a3ba-4f11-9fab-6d2517eb2f4f,12.25,Low Opportunity
71ac3a71-0278-4e29-a48d-99aab18207df,13.25,Low Opportunity
b6a6b185-7ad0-44c3-8869-55fb363d936d,54.0,Medium Opportunity
fde55360-652b-423e-867e-7f71b5bf7564,53.25,Medium Opportunity
ee8e0380-9ac4-41ae-97c9-bf05ea0f2712,54.75,Medium Opportunity
c125745b-ca41-4352-af73-79bb46e90bf0,49.0,Low Opportunity
e2c5ce35-67d7-4cc2-a108-4aecbd1c5b3c,52.25,Medium Opportunity
5b86d6e3-8dd6-46be-9b92-90e2de4e3cf6,59.75,Medium Opportunity
957ce2c8-f564-4910-8456-567292d1a747,13.0,Low Opportunity
77622b69-417c-45fd-a1bd-2611855bb881,27.5,Low Opportunity
9555feb7-e65e-4396-b4e3-ddf3cbda72f5,57.25,Medium Opportunity
7f16bde3-6b84-4d01-881b-ea338a118c6b,25.5,Low Opportunity
35045b3e-ffdd-4635-9d66-b425366e11bc,85.25,High Opportunity
a3ef6e6b-16d0-4c99-9173-568686ed431e,100.0,High Opportunity
3438d50f-61ac-4375-b751-7a61eb883739,95.0,High Opportunity
673c4f10-801a-417c-b9c1-a45b5145fec2,95.0,High Opportunity
40c0fec1-c680-4e1a-9e77-6a55e20d4b15,52.25,Medium Opportunity
19478626-e97d-44a5-8a71-15e617f1d124,38.0,Low Opportunity
5f00783f-de98-46b2-8734-bd9e20a6fcbc,92.25,High Opportunity
aaaa676b-3889-450a-b39d-5a3e2e2cd794,95.0,High Opportunity
cb0ada06-8ad3-4505-9bfd-eec340371746,58.5,Medium Opportunity
7760679b-a0ff-4aee-ae5c-6cd89145808f,33.0,Low Opportunity
ffe09778-3632-4ace-9d8e-f16935e5a503,83.75,High Opportunity
b5635faa-8860-4405-a0de-5f55dc65055e,78.5,High Opportunity
eed9c47c-2081-4356-b263-a95820786dc8,100.0,High Opportunity
f0b0e4fa-4527-485e-8147-e439b76c95c6,63.0,Medium Opportunity
e42cc01c-5240-4f46-bd97-70baae6eb82d,95.0,High Opportunity
5791e02b-1fc7-4a37-b9b4-f4665746583b,85.75,High Opportunity
c82b719b-100c-41f5-bfc0-0942d3c5739a,20.25,Low Opportunity
cce40507-740b-42ef-8882-815a469fdcba,10.25,Low Opportunity
edb403f5-a24e-43b0-a9e1-16ddd22dadb9,100.0,High Opportunity
7ea9a508-09d2-449a-bb32-77dfb997851f,82.25,High Opportunity
052d5c35-ea18-48bc-943a-118240135896,71.5,Medium Opportunity
d95a1fe0-146d-4463-885d-e409a3b4ee17,21.5,Low Opportunity
529976d5-fa6a-4e7a-9b56-75b8ce2d38f3,100.0,High Opportunity
29b15be6-9302-48df-98fb-57e4056c83b5,64.75,Medium Opportunity
3ff5d843-ffe4-4854-b418-dca1303fd7ed,100.0,High Opportunity
1613e765-92ec-48bc-bf3c-c3eaef4b3f32,100.0,High Opportunity
4c59981f-8f71-4840-8a6f-f2ab42b5e8a3,58.75,Medium Opportunity
8097b263-1eb1-49ee-9536-f423100a14be,85.5,High Opportunity
04b9bdf4-a5e8-424a-bafd-4342bce4ef0d,90.0,High Opportunity
c676ac98-ec7c-4afd-8ce4-b81a41d3d072,17.5,Low Opportunity
e2565631-b8ed-452b-b378-73abbcfc9b60,26.75,Low Opportunity
33e46dbb-3f44-4013-854d-dfedf73a4366,12.25,Low Opportunity
70a72acb-3125-48e5-bec9-01b98659769f,53.75,Medium Opportunity
41b40640-da42-4af9-a163-c3c2090d6642,20.25,Low Opportunity
0d588170-11e8-453f-8d09-95403cf08a66,17.0,Low Opportunity
1d68a0a6-51c0-401e-a2ec-37f04b8741ab,95.0,High Opportunity
4a1f947b-6e82-4b72-8630-cf8e0474fef4,100.0,High Opportunity
7dbfaedd-9ab4-4c27-bf8b-a942bdab4686,18.25,Low Opportunity
0e8ef2d8-d580-4b9e-a93e-f59352b61894,90.0,High Opportunity
07286e02-e544-40d2-8282-9afd92a71ee5,70.25,Medium Opportunity
972af066-4f5f-4b7d-9e19-7dcbc0390af2,51.75,Medium Opportunity
ff9b6751-67f1-4228-a974-33ab838355de,95.0,High Opportunity
b90cf1bf-d7f6-4a10-a22d-91d9666f47a7,100.0,High Opportunity
72247624-6e37-4261-8dca-50cfe3f1fb9a,58.75,Medium Opportunity
7ac99784-2cf4-4562-b58f-ac7bb82d206e,89.25,High Opportunity
64773f9e-0df2-499a-828c-c6d45db7e5a0,60.75,Medium Opportunity
84133acf-4775-4ad8-a5eb-28fc2a5bcba7,100.0,High Opportunity
68331fdb-0026-4f1e-a86e-85dd0ebe1424,28.25,Low Opportunity
be62e20b-31a6-4fcb-bf37-d381556bd408,100.0,High Opportunity
4da43fe6-0015-4701-816b-accef01b300e,98.0,High Opportunity
9e0c1b72-7d56-4601-87e1-260234c69f04,100.0,High Opportunity
51d2c6eb-f16b-48a2-9df5-b1b32598f50c,100.0,High Opportunity
f257d807-91b7-4299-93c1-7bba207eaf24,18.75,Low Opportunity
0c0e9940-c481-4729-abbc-094167724c19,95.0,High Opportunity
73f274e3-59b9-49d6-9535-af672abb1d3a,52.25,Medium Opportunity
d376935e-dd3f-46b8-ba9a-4c84d1c3ae45,95.0,High Opportunity
d49d4d79-3d23-4650-9b1e-9836d75b6c40,95.0,High Opportunity
57e081f7-503b-462c-b7ac-899d2382d463,90.0,High Opportunity
7d24af7e-064d-4036-bbec-2eec3ef064ac,49.5,Low Opportunity
28175abf-e98b-4262-bfc5-37c4195e6a84,18.75,Low Opportunity
e75bd870-7ed0-4b58-a710-2554b5a44b41,95.0,High Opportunity
386c6941-931c-49c2-aab1-62a488364914,86.5,High Opportunity
bf9fa76a-b515-4593-947e-8677bf574138,64.25,Medium Opportunity
3e951993-31dc-4016-851c-01f6ad675c49,44.0,Low Opportunity
bb880172-93e0-4517-a60e-add8215de9ec,11.75,Low Opportunity
34a6d726-72dd-4672-badd-98a985cf236a,26.25,Low Opportunity
f62780ed-1be7-4b58-8695-685b2b4a1f68,86.75,High Opportunity
d8206463-09e5-4100-bab7-a1ccb2843360,52.0,Medium Opportunity
d1666fce-a2b6-4070-85f7-aba9fc6a4164,47.0,Low Opportunity
4ae7c5f6-54c5-4e9f-838e-7179aef6fa8f,39.25,Low Opportunity
35fa39ac-c259-425d-9a74-bd229f87e5a7,100.0,High Opportunity
0042b980-ccb2-4c67-99b0-92ad315e78db,39.75,Low Opportunity
1bdcb4bd-1fcb-4fbf-ad6b-dcb0e05af3a7,69.75,Medium Opportunity
9ff319f9-deae-4621-837c-42be943ab48a,54.5,Medium Opportunity
2b515e7d-f232-4021-849e-f4e4e6ac1481,57.25,Medium Opportunity
feca40e2-bb38-498b-9ec7-1bd87fffefd1,96.75,High Opportunity
71f8da71-341f-4b17-8502-18f9338ed032,13.5,Low Opportunity
43dd90be-e33b-49e6-9b55-17957ffc9b8b,25.25,Low Opportunity
412cb772-dc28-412f-8ad8-2c17f82255ff,71.0,Medium Opportunity
c9c08d86-a11e-4d90-8488-dab755a08892,43.25,Low Opportunity
f8788a4a-9ddb-4d7f-9663-918e5c7bc3bb,97.75,High Opportunity
14d75b79-50a3-4be2-bc3c-0aacde71d932,95.0,High Opportunity
14b3915d-8593-4037-b1d0-cf64404c3471,49.75,Low Opportunity
3f023177-13ce-40d2-80aa-9d51301a60c0,70.0,Medium Opportunity
93d043ee-7d0c-4f14-b1bd-e342aa381d06,91.75,High Opportunity
998b4728-f623-4c08-a8d2-f30d3a93f327,58.25,Medium Opportunity
0a7b6530-adce-4c98-8ebe-886656b4f03f,18.5,Low Opportunity
eec50aa0-5746-480f-9dc4-9827bd3f8970,100.0,High Opportunity
58160a39-d8ff-4f66-a5fd-22ba1e93c2af,10.75,Low Opportunity
d2f4ce54-1c29-44ff-bbb5-5857d781ca78,60.0,Medium Opportunity
cffa9d5b-335c-4e30-ba9b-c8a66300df1b,45.5,Low Opportunity
423c4485-6496-4edd-864e-9f731bdb3626,100.0,High Opportunity
fe5034d3-92b8-4be0-b585-79f8aef0028e,57.5,Medium Opportunity
1852b9b6-22cc-43f2-aad2-6a0e05cc54e9,84.0,High Opportunity
62417134-9eb2-4d3c-8cab-37e316bbb909,77.25,High Opportunity
c4d56f6a-2d56-44d0-9f9a-7f3c5ccc1a9d,53.0,Medium Opportunity
5e76761c-1a1a-471a-91d2-b61d46b7f15e,90.0,High Opportunity
e3b729fa-b852-4bfe-a2bf-857ab107cb26,80.25,High Opportunity
f4e2da72-6434-4931-bbab-889efb9b3c42,100.0,High Opportunity
54112b80-02c0-4993-914b-7e067e6daab5,14.0,Low Opportunity
80f8b9ba-5d15-4495-8408-4314b6a76170,96.75,High Opportunity
05b9c63a-0396-4303-a369-4e29748b3110,59.0,Medium Opportunity
65490282-fc76-4b7c-9b2d-4bff7494c859,95.0,High Opportunity
30685876-4725-4396-9310-a78561874eab,47.0,Low Opportunity
91600c6c-0a1c-410c-a881-742001eeb76e,46.5,Low Opportunity
ecea5b05-3cb5-4492-b982-5f2286ef089f,70.0,Medium Opportunity
b98c12e7-bf78-4f4a-b9d4-59d6e3833528,85.0,High Opportunity
e0dcc293-d4e4-4bc3-9b93-c3364717af11,95.0,High Opportunity
e5305988-25cd-484e-b966-f4c0babae954,95.0,High Opportunity
d502fbbf-1e1a-4669-9494-972d68876f40,61.5,Medium Opportunity
7bc7389c-b145-4180-a5d6-26b0b4e2e497,95.0,High Opportunity
88d925a8-80dd-4946-9ed8-eb3d23b32c04,90.0,High Opportunity
db9b756c-3818-429c-8338-8dedf2acaff0,86.0,High Opportunity
397a83e8-f366-455c-a66f-0fe4b0c6afb7,57.0,Medium Opportunity
357340e9-fced-4860-b7bb-089d108899e4,100.0,High Opportunity
fbee9403-e070-4a70-8a35-8de0a36423f0,90.0,High Opportunity
aa86e8e8-3f87-4a10-92b8-adf8ba9cfe9b,84.25,High Opportunity
9007497f-ac81-4a46-8a73-c80006848ac1,86.25,High Opportunity
472f1d6c-e227-4428-aed5-78fd03ca5025,96.25,High Opportunity
63104310-8f75-45f7-ab6d-d9fdd0ca2d2e,79.0,High Opportunity
ee9c8baa-377b-4c6d-989f-20de91254868,19.25,Low Opportunity
30622c09-2996-4f1d-9687-390f7070af5f,21.5,Low Opportunity
bcb04163-fda9-4910-b76c-5218403dbf08,53.75,Medium Opportunity
6836e180-0cd4-4837-b2b9-f7d0196c3445,75.0,High Opportunity
7532ba71-141e-404e-8e22-bf2dd3863464,95.0,High Opportunity
c4b6d33f-1db5-4b0a-8657-228d04306b42,65.0,Medium Opportunity
028c4768-9f27-4b2f-a390-ceb90c180b19,87.0,High Opportunity
234e5204-ff96-43cd-8540-fff1e8bfee2e,44.0,Low Opportunity
97b221ac-f1da-440c-8f67-f9c0a50ecde3,52.75,Medium Opportunity
1d623c9a-a56c-4bff-95b5-2d11c30f387b,100.0,High Opportunity
5b5bceab-4805-4491-b9f1-ba5e634e372e,53.25,Medium Opportunity
4eb5086e-749b-43cb-9fe6-cde43961db7d,24.75,Low Opportunity
8e5ea2b9-9fbb-4b7f-964c-ca5b26b263c1,95.0,High Opportunity
5a42ad07-c27c-480c-b2e4-c551e46a969b,44.75,Low Opportunity
e92081a4-fd44-4112-bbaa-6a61c6a57eef,39.25,Low Opportunity
b566dd3f-ba1c-4405-9ef4-e49387ea5656,33.5,Low Opportunity
e7bef5bb-1705-4097-9887-b0ba354a5d9a,78.75,High Opportunity
c18362e1-0672-42f1-bbed-bb3789525180,83.5,High Opportunity
ae8572b4-9607-49fb-bcb2-1ae0d772489b,100.0,High Opportunity
d9ae526c-5be9-427d-9ac9-bd23e4c21686,32.25,Low Opportunity
0303028d-6af4-465e-ab16-1d7992959241,90.0,High Opportunity
c9b0900f-4098-4a20-af07-16740fc7d383,51.0,Medium Opportunity
2fc9edef-b125-4edc-9dad-bd3c33c73f08,11.25,Low Opportunity
92bfc647-8ac9-4500-8229-389d41036be1,57.75,Medium Opportunity
4af4e24f-4433-448f-9fb5-2c2c843e69e1,90.0,High Opportunity
64a6ff33-e0c0-40bf-90d8-4576bab6a62e,100.0,High Opportunity
db343321-f516-4dc9-9c20-4646142de6dd,90.0,High Opportunity
456c4fc4-f3eb-4fbc-9b7f-000eb547bc22,54.0,Medium Opportunity
bbf1c5b7-8e25-4397-9467-db14eee9b668,90.0,High Opportunity
f7b3a604-f482-460f-a0c0-f1f8508734c0,20.0,Low Opportunity
2434d819-e7bb-4a44-a0bc-8e3739afeba5,100.0,High Opportunity
d23f02b4-3526-4197-9c19-63c3825db07d,12.75,Low Opportunity
34c09d97-295b-4528-bd2a-d819effaa725,26.0,Low Opportunity
3eecfefa-25ba-418c-ba72-b6807fc65666,46.5,Low Opportunity
a33bcec9-190d-4736-b8bf-f6fc96379f32,20.75,Low Opportunity
96933d98-6572-4aa2-b2ce-3b259ef8a3fc,87.75,High Opportunity
538be711-a3ac-40d2-8b01-9f1cf2eb5939,95.0,High Opportunity
ae977a27-0324-4dc8-b1c1-834a61b0fc38,20.75,Low Opportunity
be1706e6-09c0-422e-8411-48e1b7724565,69.75,Medium Opportunity
8fe88b76-ce7a-40df-b510-0b82239e8047,100.0,High Opportunity
b3ef22ea-b238-4eff-a54c-69e809cbc512,66.25,Medium Opportunity
ec8dab6a-8490-4dea-bd0e-71e393df3384,22.25,Low Opportunity
699f7c7a-1437-41da-8a24-c9b5f31f9edd,67.0,Medium Opportunity
d0b9f942-c7b1-4299-8410-de8ec68300d8,40.75,Low Opportunity
2e9c36b6-1ba9-4ded-a853-c3b566abf284,79.0,High Opportunity
6424886e-8339-40b7-b7a4-2e3afba82316,95.0,High Opportunity
8f72e8cb-5a1e-4ad7-ae58-6941e01921d9,90.0,High Opportunity
02978bfa-9aef-4ca3-a414-1718c5badc57,70.0,Medium Opportunity
7bb19ba8-81df-40ef-9ca1-3ceed5208dba,78.0,High Opportunity
3cfa92a2-9464-491f-9880-b26733d8ae49,95.0,High Opportunity
07e75cce-82b1-414a-b7a4-c8efb146cd69,59.75,Medium Opportunity
0b37285f-b9be-47c2-afd7-4d511950cae8,57.0,Medium Opportunity
3862dc26-8d81-4c26-be20-f50fe72ce99a,83.25,High Opportunity
fe5a4851-80e6-405a-b6e6-4a3f8931b27b,95.0,High Opportunity
c67d828a-7865-4b88-8a75-0b0a7e4c0641,95.0,High Opportunity
a94dd6f1-f4cd-4ec6-b147-e655e450b19e,49.5,Low Opportunity
199da732-3567-4555-94fe-d012f8e8c8b4,60.75,Medium Opportunity
faaa85a0-1f5d-4378-83f4-e9e2591037c3,85.75,High Opportunity
940dbb99-ab24-4560-aded-dea612387700,79.5,High Opportunity
64c03f3e-9c92-4396-8acd-a17006753317,32.75,Low Opportunity
f9d49de5-ac55-45ee-be79-91d0c336c801,95.0,High Opportunity
24e19c9a-e5cc-4c4c-a45b-a9cd04348cbc,39.0,Low Opportunity
a225a3ac-945f-4129-929a-cfd917211d4d,65.0,Medium Opportunity
f5f3f1fa-5102-46ef-bb0b-0fea49d6fd8a,11.75,Low Opportunity
8a2a3795-7f3d-40cf-aebb-2d8b94030237,100.0,High Opportunity
3c2a2f50-db21-4415-afef-7ccdb7c20672,100.0,High Opportunity
d6728c49-7a6b-4fb4-9316-8149a41451b8,95.0,High Opportunity
f6cc80fa-3e7a-442d-a64b-e2438593c7d4,18.25,Low Opportunity
6a8bf74d-f0c6-4fc7-8204-8cde015dea41,25.75,Low Opportunity
8413a489-cc89-4acb-9767-911e7cfc9334,95.0,High Opportunity
75c90051-52dd-405a-b014-e2326c676bd1,86.0,High Opportunity
a35127e0-0eb2-47cb-86ec-26d96f18493a,100.0,High Opportunity
32328acf-81f9-4dd8-9bd5-d6a3bb3bc5ce,90.0,High Opportunity
dee45021-e92a-49af-a407-4d5aeac54bf0,12.75,Low Opportunity
7e98c41e-deae-4d25-94fb-ee4d93356c09,100.0,High Opportunity
ed8c3ac3-f648-44f5-9f21-ab853d7a6b46,44.75,Low Opportunity
0a28aec9-36d4-40f6-9c58-fdb323b4866b,11.75,Low Opportunity
e3ffed94-0aa3-41de-a786-712aee355e5e,95.0,High Opportunity
7208d8e1-42ec-4024-b0bd-ba7e72478e56,27.5,Low Opportunity
b0f53d1f-c6a1-4ed3-a479-ed6e1f118bdf,17.75,Low Opportunity
0e1e8450-30ce-49cd-b99b-bddb2dc0a623,55.75,Medium Opportunity
2843f707-b51f-4fca-bd4b-434aa08daba3,64.75,Medium Opportunity
eab4ad22-a03c-4032-afe7-2cfc5e582c44,95.0,High Opportunity
fc7f3c3f-1282-4baf-a5ca-a934f981746d,100.0,High Opportunity
95774336-894f-488f-a341-f896770dedb7,50.0,Medium Opportunity
12ae9e2a-8709-4877-9a4f-60b01f9aeb6d,79.5,High Opportunity
d3176cd4-ddab-4692-a345-545f9e61a1e1,55.75,Medium Opportunity
eda636fe-ec1a-4077-8a8e-814a16d55f31,26.75,Low Opportunity
0a9f58ef-41d6-4e74-b9d4-ebbe6807c5b1,88.5,High Opportunity
8865506d-30ad-4c1a-a26d-f9d950879ddc,100.0,High Opportunity
05425129-e0ed-42ba-a5ae-15d05a420613,78.0,High Opportunity
95742b50-1dbf-4175-898e-50826a3fb6ce,26.0,Low Opportunity
602ba5f9-18e0-4942-be2c-9fc5f229f135,57.75,Medium Opportunity
9a7b4ae1-0fe8-4880-a851-faa0b1b4c081,83.0,High Opportunity
7678a4c1-6842-4c13-bf2e-8fa9e247bea5,20.75,Low Opportunity
6025e0fd-3ce2-460b-8804-69a957612bd0,60.0,Medium Opportunity
63a802a8-09f3-4374-a2a3-e4ece90ee57e,54.0,Medium Opportunity
ecfc92dd-3704-4019-978a-5109eec16792,18.0,Low Opportunity
9a3fdbfe-57f4-4ee2-842f-b6cb07053066,84.75,High Opportunity
b75276c8-bee3-4955-ad45-7afbabd1e0b4,49.5,Low Opportunity
d222759a-6eb0-4d50-8ea2-91cb8445c636,19.25,Low Opportunity
0b4a2447-6f7e-4d8f-beee-dce33b137a80,95.0,High Opportunity
78365dcd-f9e8-4f9c-9eb1-24368f22f36f,70.0,Medium Opportunity
2d4aaf76-4ddb-4846-9754-e0154b1d8cf3,95.0,High Opportunity
0c276385-d65c-48a6-9b83-99750a7499a3,80.5,High Opportunity
b7abb8a0-3353-4700-bfd9-2bb20401b70e,52.75,Medium Opportunity
2362ad23-3d34-4391-baf3-7c0cc356a24f,60.75,Medium Opportunity
f2461160-a9eb-45ce-9a5e-8cc334d121c7,20.25,Low Opportunity
2247da5a-6790-493c-a34e-5645047a9de4,63.5,Medium Opportunity
11f0f7d1-2b55-4c95-9d70-f791346c223c,12.5,Low Opportunity
57830854-6c16-4d3f-a59d-f8416c0ab584,59.5,Medium Opportunity
52a8d4bb-c428-4704-9035-2a3bd8543f9d,60.0,Medium Opportunity
186c1419-e6ad-4200-b8a0-124cf936a726,95.0,High Opportunity
0d771138-73d8-4868-8acb-6519f10796fc,57.5,Medium Opportunity
1d525782-c66f-43ac-98bd-f32acd865678,83.75,High Opportunity
e4de1550-42bd-4d1b-9360-55657e9f0b9d,100.0,High Opportunity
ee0509dc-dffe-47a8-aefa-190c67845587,17.75,Low Opportunity
949bf09f-5444-4aff-97c7-439641425344,58.25,Medium Opportunity
6b915996-ebfb-4e68-b295-8569d973bb32,59.0,Medium Opportunity
e08a7e4b-c6f5-4947-bbaf-9c1fbbbab10f,22.25,Low Opportunity
054d436b-32fd-4d24-affd-bcf7fbb9a5ab,58.25,Medium Opportunity
e6920014-3bbe-4dbb-8d5f-ab3869f9aaf6,52.25,Medium Opportunity
2a419f8a-6092-404d-a0eb-c756240d2126,51.0,Medium Opportunity
07ba3334-82a0-4bfd-9e25-2aaf15ab7cc7,100.0,High Opportunity
56506092-2cb9-4f0e-ba94-6fe844ba09ad,86.5,High Opportunity
bca67916-8e1d-4538-b339-e7963d947709,90.0,High Opportunity
69bb6ae0-3e0f-4894-aa4d-b6c97320d26c,90.0,High Opportunity
e4e90e25-c4d2-40d8-b936-389415df7b7f,85.25,High Opportunity
e5e33041-8d14-4e0e-b41c-5ec0ccee29ec,95.0,High Opportunity
ccdddff0-0d98-481c-bddb-7f3a7d5beca7,49.0,Low Opportunity
800017e7-7ff6-4097-9b82-a46179cd82a5,55.0,Medium Opportunity
ba3e4b8c-da3b-43f9-a6a0-cdae82e9d0fd,100.0,High Opportunity
41fa1ab2-b360-4ceb-b0ae-ba47314298b5,12.5,Low Opportunity
c3a8133b-a429-42be-9851-20b5828ba20d,53.75,Medium Opportunity
7c73e269-085f-492e-bb95-fbe645d3ce1e,23.25,Low Opportunity
d8f18eb2-cad8-4222-85f8-756ebdb31834,59.5,Medium Opportunity
77dc39ca-f20e-4141-a0eb-b63d1fdb6265,27.0,Low Opportunity
2acf60be-f37d-404f-931f-a629b16d6f43,100.0,High Opportunity
a1b3f39f-d759-434d-8179-ea04cc0f7e61,90.0,High Opportunity
753b5fa5-28e5-4850-85cc-9cb67add0c5f,39.75,Low Opportunity
d62e6bf3-c8e3-4e5f-80e5-b8c41a7df6da,100.0,High Opportunity
5d0d5a3f-be0d-41f7-8271-e1334b903b94,47.0,Low Opportunity
bf22e41f-fa3a-4577-be33-dfebe676ec34,99.5,High Opportunity
76d6b636-cb06-431e-b582-58d29a9b3810,26.5,Low Opportunity
711e18b0-fad4-45b8-bc70-aad91f3696f4,49.25,Low Opportunity
7869db13-bbc5-48f6-8cc2-926609df4b07,38.25,Low Opportunity
f49b13a0-8ba2-4170-a77c-73f459fa9409,95.0,High Opportunity
5f1c7426-e766-40a0-a91c-c53d8e2eb2e0,78.5,High Opportunity
190441c7-11e1-484e-9e35-eb91be98a41a,85.0,High Opportunity
b03eb426-8371-4e78-b02a-a3fbc87f3ede,39.5,Low Opportunity
706a470a-3df4-4468-9c41-67bd2b47d9a8,42.5,Low Opportunity
7a635ae3-491f-418d-9b81-a15ab8656977,54.0,Medium Opportunity
031564b9-3a1a-4d1d-ad57-9004ed233393,90.0,High Opportunity
ad6ee6cf-cf3f-471c-aae7-a3283ab1787f,78.25,High Opportunity
724d355b-9952-4c8e-b5a5-c8f5281ca732,13.0,Low Opportunity
5e36f24e-3d6c-49ce-96eb-c7ce47c8e5a0,100.0,High Opportunity
fff5fe04-2423-4c28-a41e-0010d7b83b92,18.25,Low Opportunity
ecd1bfa9-f9de-4194-913e-0dccde85db54,100.0,High Opportunity
d4105980-4ea8-44fa-a66c-8462afe259b0,100.0,High Opportunity
da1c559e-5f7f-47da-ba2a-a67d2e5f34ee,90.0,High Opportunity
1e1450aa-1428-447b-a554-a44e8194121a,37.5,Low Opportunity
435c9d24-4dc9-430d-b9a9-2a2cf69be0b8,84.5,High Opportunity
b4f8948a-c5e5-45f3-8402-2ed9e52fedff,100.0,High Opportunity
a86b0db6-8e49-4da6-ab2c-f3520f49abb7,79.0,High Opportunity
2308d1c2-7ecd-4f5f-875b-d44badb684f8,64.25,Medium Opportunity
e8de5030-5092-43ec-9c49-65f5424d93a0,100.0,High Opportunity
ebc86244-587e-4c29-a0fe-e89dafa49a0f,90.0,High Opportunity
15fa530c-944a-4040-b0d0-cd6b3988d840,13.25,Low Opportunity
d08964ea-4e53-4f0b-95a0-f5b03338504b,53.75,Medium Opportunity
0b910a94-0f3a-4d66-8f72-2e9b146f9b8e,16.5,Low Opportunity
f5e10b23-74fd-4da5-8a5e-99d5e46d4108,95.0,High Opportunity
1881fbed-bcde-4353-9b04-759ad7ad1d94,25.5,Low Opportunity
c4991313-bf67-47eb-a2f0-a2ae2afb65fc,55.25,Medium Opportunity
ab16bad6-cade-48f4-86f5-14b47bc87b8f,75.0,High Opportunity
37db20f9-5d3e-47db-b5d7-123f4b517180,90.0,High Opportunity
d25fd4e1-9ea6-4371-88ad-0140e217483d,46.75,Low Opportunity
45295849-ccaf-428c-80fd-b8de7b661ac5,58.0,Medium Opportunity
78a05425-f4a1-40f4-a128-0a7cb8667f3a,84.0,High Opportunity
253d5f9c-c0ec-4808-b9cc-61845df8579b,52.0,Medium Opportunity
e2062ecf-7bfc-410b-9433-fc60981c8f0a,86.75,High Opportunity
db5f92d7-d7ee-43b9-8514-0239e12bf17b,41.25,Low Opportunity
428a27cb-28b0-4cc3-81c8-9329bf02d147,100.0,High Opportunity
027b6271-e980-46ee-a961-7d283b1a30b4,64.75,Medium Opportunity
c8d6d4a9-7221-4640-9d73-3c742acfd932,91.5,High Opportunity
19a8fd23-7787-4f40-8668-5af5af3b9c79,49.5,Low Opportunity
36e4d84c-b06c-49d6-84d8-3b357d6842fa,44.5,Low Opportunity
51276e7b-1bbc-4ece-b602-338a7b3c88b9,46.5,Low Opportunity
7185314d-8642-4faa-b609-264f6fc4f8df,59.5,Medium Opportunity
3a71cb00-1440-40b7-97e0-8527845c2cb4,53.0,Medium Opportunity
93123a3b-87d9-4a13-9cf5-94291759e6e7,20.5,Low Opportunity
ab0021e2-a724-4d4a-8d17-cdd98baf1b4b,25.5,Low Opportunity
b2160c62-6cc9-4964-a4dd-7dc187dd9e7f,26.0,Low Opportunity
a9a2fa4c-1c8e-4474-a895-7d939ecc4eae,43.75,Low Opportunity
d126c578-241d-4f82-8ea3-4bd6f439f45a,20.5,Low Opportunity
712836d1-43bf-400d-8e35-db5cbf9e8d7a,95.0,High Opportunity
6225c022-a0c4-41be-b837-caef4cde6e08,100.0,High Opportunity
c0e4e384-325a-4026-85f1-ef5c1045cd74,53.0,Medium Opportunity
770d3bdf-da2e-49d7-b1a8-00751cf1b274,24.75,Low Opportunity
fb77f92a-b2f6-428d-a112-7cfd35a00c05,67.75,Medium Opportunity
a44151c6-24fa-4422-b45f-1e03db0710ce,78.0,High Opportunity
33bd8614-5c8f-4b95-a666-96aad8c9e995,57.25,Medium Opportunity
e7ebaa34-e615-4bf8-ad5a-4c0fdf1bebcc,90.0,High Opportunity
18294ce1-0624-416e-85be-bffc87b66152,100.0,High Opportunity
888e5922-c802-4038-9788-fd37dd1d5be2,95.0,High Opportunity
79d433be-de9c-48f8-836e-cb486ff545c8,88.0,High Opportunity
b36ec3dc-0d08-45a8-b881-d3a3335bfad2,86.0,High Opportunity
cba15173-c9ab-458b-9a47-bf006751a781,53.25,Medium Opportunity
b43b69f7-37d2-40d6-8079-b03b0098711a,90.0,High Opportunity
3bd16e5a-7e94-4f57-a185-ebf195bce3a8,58.25,Medium Opportunity
92353ae1-2409-458f-8b6b-6c94f4dd952a,65.5,Medium Opportunity
b57275c6-9fe7-4661-a53d-407cf0da0508,51.0,Medium Opportunity
04a90e56-4d05-473b-876e-e5dc5da70871,58.25,Medium Opportunity
0d4153af-1b67-44ba-a4c2-cd5c27b31826,100.0,High Opportunity
70aa4919-b741-4889-8e7e-70c46b7161d7,86.0,High Opportunity
3b1679da-b182-4eea-8e7c-174b5d31b073,90.0,High Opportunity
aea307b5-0f60-489f-aff2-ef393b573d61,90.0,High Opportunity
a4d860cc-ca23-4f71-8c2a-1083e9a50048,100.0,High Opportunity
0ab3e674-a80a-427e-94f0-70a4f3a5d9e3,84.25,High Opportunity
4a9c5cd8-8d19-49ed-b0a3-121e2d398947,95.0,High Opportunity
a9461def-f099-40c8-a844-3a86d7f5a88e,62.0,Medium Opportunity
1f91665f-4779-4432-aeff-c22526f06573,90.0,High Opportunity
09391366-85cf-4a30-93d5-b41581a522e5,90.0,High Opportunity
aead67fe-036a-4a05-86a0-0447055050c1,11.75,Low Opportunity
92bddaf9-40b9-4adf-b2bf-939bd1564f4b,32.5,Low Opportunity
0567b841-6bf0-498d-a96b-5613d50a2996,95.0,High Opportunity
27059bda-1ab1-487a-ad2a-5a9fe713f870,26.5,Low Opportunity
